adjudication_instance_id,adjudication_id,incident_id,document_id,event_id,session_type,accused_driver_number,incident_time_raw,event_timezone,clock_lower_utc,clock_upper_utc,possible_accused_laps,possible_lap_count,single_lap_candidate,mapping_basis,known_model_reviewed_lap,known_lap_within_clock_window,clock_mapping_review_status
adjudication-seed-fia-2022-mco-a85320aa2719-01,adj-a3cd03fc1f19e87d,incident-src-a3cd03fc1f19e87d,fia-2022-mco-a85320aa2719,2022-mco,Race,23,16:43,+02:00,2022-05-29T14:43:00+00:00,2022-05-29T14:44:00+00:00,22,1,22,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-mex-0c20b3af2f45-01,adj-e25cec29abffafb1,incident-src-e25cec29abffafb1,fia-2022-mex-0c20b3af2f45,2022-mex,Race,10,14:20,-06:00,2022-10-30T20:20:00+00:00,2022-10-30T20:21:00+00:00,12|13,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-mex-9975b4f5dd0e-01,adj-2642da4344825f6e,incident-src-2642da4344825f6e,fia-2022-mex-9975b4f5dd0e,2022-mex,Race,3,15:13,-06:00,2022-10-30T21:13:00+00:00,2022-10-30T21:14:00+00:00,50,1,50,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-mia-200cbc833915-01,adj-28c62e2652e40363,incident-src-28c62e2652e40363,fia-2022-mia-200cbc833915,2022-mia,Race,20,16:51,-04:00,2022-05-08T20:51:00+00:00,2022-05-08T20:52:00+00:00,47,1,47,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-mia-2f9a772ddfb1-01,adj-d7bbf8b8f5834a44,incident-src-d7bbf8b8f5834a44,fia-2022-mia-2f9a772ddfb1,2022-mia,Race,18,16:51,-04:00,2022-05-08T20:51:00+00:00,2022-05-08T20:52:00+00:00,47,1,47,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-mia-36df1eeb5c9c-01,adj-ec1cbeb429741336,incident-src-ec1cbeb429741336,fia-2022-mia-36df1eeb5c9c,2022-mia,Race,20,17:05,-04:00,2022-05-08T21:05:00+00:00,2022-05-08T21:06:00+00:00,55|56,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-mia-3a5e6c955052-01,adj-c2b66e044c2c2a46,incident-src-c2b66e044c2c2a46,fia-2022-mia-3a5e6c955052,2022-mia,Race,3,16:54,-04:00,2022-05-08T20:54:00+00:00,2022-05-08T20:55:00+00:00,48|49,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-mia-3ef5fd2c5510-01,adj-a738d13a55b1a41c,incident-src-a738d13a55b1a41c,fia-2022-mia-3ef5fd2c5510,2022-mia,Race,14,17:01,-04:00,2022-05-08T21:01:00+00:00,2022-05-08T21:02:00+00:00,53|54,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-mia-4865bb704728-01,adj-03184f34ac76878c,incident-src-03184f34ac76878c,fia-2022-mia-4865bb704728,2022-mia,Race,14,16:34,-04:00,2022-05-08T20:34:00+00:00,2022-05-08T20:35:00+00:00,38|39,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-mia-604f9861a2a2-01,adj-73fce9170579e36d,incident-src-73fce9170579e36d,fia-2022-mia-604f9861a2a2,2022-mia,Race,47,16:53,-04:00,2022-05-08T20:53:00+00:00,2022-05-08T20:54:00+00:00,48,1,48,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-mia-bbafb6bcc091-01,adj-edbdab17f12114c7,incident-src-edbdab17f12114c7,fia-2022-mia-bbafb6bcc091,2022-mia,Race,14,17:05,-04:00,2022-05-08T21:05:00+00:00,2022-05-08T21:06:00+00:00,55|56,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-mia-f80da2ca1128-01,adj-accee74fb15b4fa6,incident-src-accee74fb15b4fa6,fia-2022-mia-f80da2ca1128,2022-mia,Race,5,16:53,-04:00,2022-05-08T20:53:00+00:00,2022-05-08T20:54:00+00:00,48,1,48,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-sao-695fd61e1d50-01,adj-96f32b26fd720b87,incident-src-96f32b26fd720b87,fia-2022-sao-695fd61e1d50,2022-sao,Race,4,15:14,-03:00,2022-11-13T18:14:00+00:00,2022-11-13T18:15:00+00:00,6|7,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-sao-912114518455-01,adj-40c4f3d12c15506c,incident-src-40c4f3d12c15506c,fia-2022-sao-912114518455,2022-sao,Race,1,15:14,-03:00,2022-11-13T18:14:00+00:00,2022-11-13T18:15:00+00:00,6|7,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-sao-b61d2a302ed0-01,adj-3700ca1e1401e213,incident-src-3700ca1e1401e213,fia-2022-sao-b61d2a302ed0,2022-sao,Race,3,15:03,-03:00,2022-11-13T18:03:00+00:00,2022-11-13T18:04:00+00:00,1,1,1,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-sao-002711fb5ae0-01,adj-a3a7fbd881640e16,incident-src-a3a7fbd881640e16,fia-2022-sao-002711fb5ae0,2022-sao,Sprint,18,16:44,-03:00,2022-11-12T19:44:00+00:00,2022-11-12T19:45:00+00:00,9|10,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-sao-1389f4a1ad53-01,adj-e01a3f0d7bc0ac4d,incident-src-e01a3f0d7bc0ac4d,fia-2022-sao-1389f4a1ad53,2022-sao,Sprint,14,16:34,-03:00,2022-11-12T19:34:00+00:00,2022-11-12T19:35:00+00:00,1|2,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-sau-626edbbd5a3a-01,adj-3baf9aacecb5c6e5,incident-src-3baf9aacecb5c6e5,fia-2022-sau-626edbbd5a3a,2022-sau,Race,23,21:24,+03:00,2022-03-27T18:24:00+00:00,2022-03-27T18:25:00+00:00,47|48,2,,fia_clock_lap_interval,48,True,algorithmic_pending_human_validation
adjudication-seed-fia-2022-sau-fa0b9513331c-01,adj-9cb2c84260f7e56e,incident-src-9cb2c84260f7e56e,fia-2022-sau-fa0b9513331c,2022-sau,Race,24,20:10,+03:00,2022-03-27T17:10:00+00:00,2022-03-27T17:11:00+00:00,4|5,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-sgp-43a8ea523d85-01,adj-f74ed9090eea7d2d,incident-src-f74ed9090eea7d2d,fia-2022-sgp-43a8ea523d85,2022-sgp,Race,1,21:09,+08:00,2022-10-02T13:09:00+00:00,2022-10-02T13:10:00+00:00,1,1,1,fia_clock_lap_interval,1,True,algorithmic_pending_human_validation
adjudication-seed-fia-2022-sgp-f8928d0688eb-01,adj-ef4a6332c1a930b5,incident-src-ef4a6332c1a930b5,fia-2022-sgp-f8928d0688eb,2022-sgp,Race,6,21:22,+08:00,2022-10-02T13:22:00+00:00,2022-10-02T13:23:00+00:00,7,1,7,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-usa-06bd3fce2943-01,adj-e828b49af09e3c17,incident-src-e828b49af09e3c17,fia-2022-usa-06bd3fce2943,2022-usa,Race,23,15:41,-05:00,2022-10-23T20:41:00+00:00,2022-10-23T20:42:00+00:00,53|54,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-usa-3fa875d5a85e-01,adj-8056dff0ab98fd58,incident-src-8056dff0ab98fd58,fia-2022-usa-3fa875d5a85e,2022-usa,Race,6,15:15,-05:00,2022-10-23T20:15:00+00:00,2022-10-23T20:16:00+00:00,38,1,38,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-usa-77995d83458f-01,adj-9c5057e738e04730,incident-src-9c5057e738e04730,fia-2022-usa-77995d83458f,2022-usa,Race,63,14:03,-05:00,2022-10-23T19:03:00+00:00,2022-10-23T19:04:00+00:00,1,1,1,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-usa-be8d3f7fc123-01,adj-cbab2a2368386dd0,incident-src-cbab2a2368386dd0,fia-2022-usa-be8d3f7fc123,2022-usa,Race,18,14:44,-05:00,2022-10-23T19:44:00+00:00,2022-10-23T19:45:00+00:00,22,1,22,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2023-abu-61d6bbfe959e-01,adj-2dbfd4a2eafd6834,incident-src-2dbfd4a2eafd6834,fia-2023-abu-61d6bbfe959e,2023-abu,Race,44,17:25,+04:00,2023-11-26T13:25:00+00:00,2023-11-26T13:26:00+00:00,15,1,15,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2023-abu-bceb18192f57-01,adj-476ced553759f1d7,incident-src-476ced553759f1d7,fia-2023-abu-bceb18192f57,2023-abu,Race,11,18:13,+04:00,2023-11-26T14:13:00+00:00,2023-11-26T14:14:00+00:00,46|47,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2023-aus-0144b2323236-01,adj-3ccb9c1bd9cedb01,incident-group-fba25307a3d5ad50,fia-2023-aus-0144b2323236,2023-aus,Race,31,17:00,+10:00,2023-04-02T07:00:00+00:00,2023-04-02T07:01:00+00:00,56|57,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2023-aus-039df3ca41c2-01,adj-844c3eb0fcd476be,incident-src-844c3eb0fcd476be,fia-2023-aus-039df3ca41c2,2023-aus,Race,55,17:00,+10:00,2023-04-02T07:00:00+00:00,2023-04-02T07:01:00+00:00,56|57,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2023-aus-500bb4f284ba-01,adj-90197ab5c6f59cb7,incident-group-fba25307a3d5ad50,fia-2023-aus-500bb4f284ba,2023-aus,Race,10,17:00,+10:00,2023-04-02T07:00:00+00:00,2023-04-02T07:01:00+00:00,56|57,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2023-aut-b9a48d1d47b0-01,adj-322e1b8d35cf5618,incident-src-322e1b8d35cf5618,fia-2023-aut-b9a48d1d47b0,2023-aut,Race,21,15:45,+02:00,2023-07-02T13:45:00+00:00,2023-07-02T13:46:00+00:00,34,1,34,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2023-bel-114852357eb8-01,adj-776c2086c0a9c6de,incident-src-776c2086c0a9c6de,fia-2023-bel-114852357eb8,2023-bel,Sprint,44,18:05,+02:00,2023-07-29T16:05:00+00:00,2023-07-29T16:06:00+00:00,6|7,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2023-can-572578a57a9b-01,adj-bc46b8ef7db29a9f,incident-src-bc46b8ef7db29a9f,fia-2023-can-572578a57a9b,2023-can,Race,20,14:51,-04:00,2023-06-18T18:51:00+00:00,2023-06-18T18:52:00+00:00,34|35,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2023-can-79ff129eac93-01,adj-59a7fa0595802b73,incident-src-59a7fa0595802b73,fia-2023-can-79ff129eac93,2023-can,Race,21,14:51,-04:00,2023-06-18T18:51:00+00:00,2023-06-18T18:52:00+00:00,34|35,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2023-esp-d60c194c8ff7-01,adj-b762034ba93ba8b3,incident-src-b762034ba93ba8b3,fia-2023-esp-d60c194c8ff7,2023-esp,Race,22,16:18,+02:00,2023-06-04T14:18:00+00:00,2023-06-04T14:19:00+00:00,56,1,56,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2023-gbr-c357ab019929-01,adj-f17f068e5fcade97,incident-src-f17f068e5fcade97,fia-2023-gbr-c357ab019929,2023-gbr,Race,18,16:18,+01:00,2023-07-09T15:18:00+00:00,2023-07-09T15:19:00+00:00,45|46,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2023-hun-0707a92a8ea9-01,adj-c8f5cfeb2f7e6b47,incident-src-c8f5cfeb2f7e6b47,fia-2023-hun-0707a92a8ea9,2023-hun,Race,24,15:03,+02:00,2023-07-23T13:03:00+00:00,2023-07-23T13:04:00+00:00,1,1,1,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2023-ita-06048f646efe-01,adj-c44453d1de46285e,incident-src-c44453d1de46285e,fia-2023-ita-06048f646efe,2023-ita,Race,2,16:25,+02:00,2023-09-03T14:25:00+00:00,2023-09-03T14:26:00+00:00,42|43,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2023-ita-695ef0d50644-01,adj-54e879286ae14a87,incident-src-54e879286ae14a87,fia-2023-ita-695ef0d50644,2023-ita,Race,63,15:51,+02:00,2023-09-03T13:51:00+00:00,2023-09-03T13:52:00+00:00,19|20,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2023-ita-c07ce16b4e46-01,adj-aa926d6db0e47df5,incident-src-aa926d6db0e47df5,fia-2023-ita-c07ce16b4e46,2023-ita,Race,44,16:22,+02:00,2023-09-03T14:22:00+00:00,2023-09-03T14:23:00+00:00,41,1,41,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2023-ita-de884677f296-01,adj-abd5652e3930b04c,incident-src-abd5652e3930b04c,fia-2023-ita-de884677f296,2023-ita,Race,81,16:34,+02:00,2023-09-03T14:34:00+00:00,2023-09-03T14:35:00+00:00,49,1,49,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2023-jpn-45592291a09c-01,adj-478d73ac843b6a2b,incident-src-478d73ac843b6a2b,fia-2023-jpn-45592291a09c,2023-jpn,Race,11,14:27,+09:00,2023-09-24T05:27:00+00:00,2023-09-24T05:28:00+00:00,12,1,12,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2023-jpn-ce0c4d6ce752-01,adj-ac7b841c1ea1648e,incident-src-ac7b841c1ea1648e,fia-2023-jpn-ce0c4d6ce752,2023-jpn,Race,2,14:15,+09:00,2023-09-24T05:15:00+00:00,2023-09-24T05:16:00+00:00,5,1,5,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2023-lvs-477cbe1a4d5c-01,adj-d7ab78271e2eba13,incident-src-d7ab78271e2eba13,fia-2023-lvs-477cbe1a4d5c,2023-lvs,Race,1,22:04,-08:00,2023-11-19T06:04:00+00:00,2023-11-19T06:05:00+00:00,1,1,1,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2023-lvs-a4a270ae6fd0-01,adj-13ca9edd8c45db6f,incident-src-13ca9edd8c45db6f,fia-2023-lvs-a4a270ae6fd0,2023-lvs,Race,63,22:49,-08:00,2023-11-19T06:49:00+00:00,2023-11-19T06:50:00+00:00,25,1,25,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2023-mco-4b0df1c86e92-01,adj-dddf2d8d47ab0fc0,incident-src-dddf2d8d47ab0fc0,fia-2023-mco-4b0df1c86e92,2023-mco,Race,27,15:03,+02:00,2023-05-28T13:03:00+00:00,2023-05-28T13:04:00+00:00,1,1,1,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2023-mco-714f0af99f3c-01,adj-fbe0c3835d72fcf2,incident-src-fbe0c3835d72fcf2,fia-2023-mco-714f0af99f3c,2023-mco,Race,63,16:15,+02:00,2023-05-28T14:15:00+00:00,2023-05-28T14:16:00+00:00,55,1,55,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2023-mex-1b2fb3ec7748-01,adj-dc4289d79e963b95,incident-src-dc4289d79e963b95,fia-2023-mex-1b2fb3ec7748,2023-mex,Race,81,15:34,-06:00,2023-10-29T21:34:00+00:00,2023-10-29T21:35:00+00:00,48|49,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2023-mex-35cdf2b38073-01,adj-34174de921925489,incident-src-34174de921925489,fia-2023-mex-35cdf2b38073,2023-mex,Race,22,15:34,-06:00,2023-10-29T21:34:00+00:00,2023-10-29T21:35:00+00:00,48|49,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2023-mex-6b86d52dd897-01,adj-2d49e6748d813e58,incident-src-2d49e6748d813e58,fia-2023-mex-6b86d52dd897,2023-mex,Race,22,15:33,-06:00,2023-10-29T21:33:00+00:00,2023-10-29T21:34:00+00:00,47|48,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2023-mex-8f576b6655ce-01,adj-2e96bcd611e65b6d,incident-src-2e96bcd611e65b6d,fia-2023-mex-8f576b6655ce,2023-mex,Race,77,15:59,-06:00,2023-10-29T21:59:00+00:00,2023-10-29T22:00:00+00:00,66,1,66,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2023-mex-9aa5ef85abc1-01,adj-ad1abaf93ca48981,incident-src-ad1abaf93ca48981,fia-2023-mex-9aa5ef85abc1,2023-mex,Race,81,15:33,-06:00,2023-10-29T21:33:00+00:00,2023-10-29T21:34:00+00:00,47|48,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2023-ned-26a60af9f412-01,adj-43692d4605090feb,incident-src-43692d4605090feb,fia-2023-ned-26a60af9f412,2023-ned,Race,22,16:15,+02:00,2023-08-27T14:15:00+00:00,2023-08-27T14:16:00+00:00,51|52,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2023-qat-04250e16f5a2-01,adj-f5b1f1c51a022137,incident-src-f5b1f1c51a022137,fia-2023-qat-04250e16f5a2,2023-qat,Race,44,20:03,+03:00,2023-10-08T17:03:00+00:00,2023-10-08T17:04:00+00:00,1,1,1,fia_clock_lap_interval,1,True,algorithmic_pending_human_validation
adjudication-seed-fia-2023-qat-925cce82b462-01,adj-b485215d0d2901c7,incident-src-b485215d0d2901c7,fia-2023-qat-925cce82b462,2023-qat,Race,14,20:55,+03:00,2023-10-08T17:55:00+00:00,2023-10-08T17:56:00+00:00,32|33,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2023-qat-002060120e1b-01,adj-2bb6a3e3238bf797,incident-group-3d3328a390c3ac33,fia-2023-qat-002060120e1b,2023-qat,Sprint,11,20:52,+03:00,2023-10-07T17:52:00+00:00,2023-10-07T17:53:00+00:00,10|11,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2023-qat-8a64aec7daf5-01,adj-3963f9cb2db8ec33,incident-group-3d3328a390c3ac33,fia-2023-qat-8a64aec7daf5,2023-qat,Sprint,31,20:52,+03:00,2023-10-07T17:52:00+00:00,2023-10-07T17:53:00+00:00,10|11,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2023-qat-9b045d16fdac-01,adj-be81901bac03674e,incident-group-3d3328a390c3ac33,fia-2023-qat-9b045d16fdac,2023-qat,Sprint,27,20:52,+03:00,2023-10-07T17:52:00+00:00,2023-10-07T17:53:00+00:00,10|11,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2023-sgp-f4e066ac44c1-01,adj-1eae245c11ac871f,incident-src-1eae245c11ac871f,fia-2023-sgp-f4e066ac44c1,2023-sgp,Race,11,21:44,+08:00,2023-09-17T13:44:00+00:00,2023-09-17T13:45:00+00:00,58|59,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2023-usa-4b0f79bc4886-01,adj-0b22a250d896b161,incident-src-0b22a250d896b161,fia-2023-usa-4b0f79bc4886,2023-usa,Race,18,14:48,-05:00,2023-10-22T19:48:00+00:00,2023-10-22T19:49:00+00:00,26,1,26,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2023-usa-0349556641dc-01,adj-935cbd4cd614af87,incident-src-935cbd4cd614af87,fia-2023-usa-0349556641dc,2023-usa,Sprint,23,17:14,-05:00,2023-10-21T22:14:00+00:00,2023-10-21T22:15:00+00:00,6|7,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2023-usa-233ee024e884-01,adj-69521e50d0d556b6,incident-src-69521e50d0d556b6,fia-2023-usa-233ee024e884,2023-usa,Sprint,63,17:08,-05:00,2023-10-21T22:08:00+00:00,2023-10-21T22:09:00+00:00,3|4,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2023-usa-cf78524f4683-01,adj-b34bfbde37e56841,incident-src-b34bfbde37e56841,fia-2023-usa-cf78524f4683,2023-usa,Sprint,24,17:22,-05:00,2023-10-21T22:22:00+00:00,2023-10-21T22:23:00+00:00,11|12,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2023-usa-f78ade45f844-01,adj-b05ba7caf0f910d9,incident-src-b05ba7caf0f910d9,fia-2023-usa-f78ade45f844,2023-usa,Sprint,24,17:25,-05:00,2023-10-21T22:25:00+00:00,2023-10-21T22:26:00+00:00,13,1,13,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-abu-1738c094dc27-01,adj-2e20778ef64918d5,incident-src-2e20778ef64918d5,fia-2024-abu-1738c094dc27,2024-abu,Race,77,17:49,+04:00,2024-12-08T13:49:00+00:00,2024-12-08T13:50:00+00:00,30,1,30,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-abu-4ec5bc83f9fa-01,adj-8ca9eb32832537c5,incident-src-8ca9eb32832537c5,fia-2024-abu-4ec5bc83f9fa,2024-abu,Race,1,17:03,+04:00,2024-12-08T13:03:00+00:00,2024-12-08T13:04:00+00:00,1,1,1,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-abu-62aed0693198-01,adj-5b76f9299c3d25a5,incident-src-5b76f9299c3d25a5,fia-2024-abu-62aed0693198,2024-abu,Race,77,17:04,+04:00,2024-12-08T13:04:00+00:00,2024-12-08T13:05:00+00:00,1,1,1,fia_clock_lap_interval,1,True,algorithmic_pending_human_validation
adjudication-seed-fia-2024-abu-b8e37d9fdbe9-01,adj-b6f8f8dea3be57fe,incident-src-b6f8f8dea3be57fe,fia-2024-abu-b8e37d9fdbe9,2024-abu,Race,81,17:08,+04:00,2024-12-08T13:08:00+00:00,2024-12-08T13:09:00+00:00,3|4,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-aut-0da607b84c40-01,adj-5005242a503c9174,incident-src-5005242a503c9174,fia-2024-aut-0da607b84c40,2024-aut,Race,1,16:17,+02:00,2024-06-30T14:17:00+00:00,2024-06-30T14:18:00+00:00,63|64,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-aut-4b3df85c59ad-01,adj-330069d582c20001,incident-src-330069d582c20001,fia-2024-aut-4b3df85c59ad,2024-aut,Race,44,15:03,+02:00,2024-06-30T13:03:00+00:00,2024-06-30T13:04:00+00:00,1,1,1,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-aut-4d4962053c25-01,adj-b361bfe26bd9fde2,incident-src-b361bfe26bd9fde2,fia-2024-aut-4d4962053c25,2024-aut,Race,14,15:26,+02:00,2024-06-30T13:26:00+00:00,2024-06-30T13:27:00+00:00,19|20,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-aut-1386e9236666-01,adj-f388f903abd92138,incident-src-f388f903abd92138,fia-2024-aut-1386e9236666,2024-aut,Sprint,27,12:30,+02:00,2024-06-29T10:30:00+00:00,2024-06-29T10:31:00+00:00,21,1,21,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-aze-51d6849b52fb-01,adj-4d9543b8ee4e354b,incident-src-4d9543b8ee4e354b,fia-2024-aze-51d6849b52fb,2024-aze,Race,11,16:33,+04:00,2024-09-15T12:33:00+00:00,2024-09-15T12:34:00+00:00,50,1,50,fia_clock_lap_interval,50,True,algorithmic_pending_human_validation
adjudication-seed-fia-2024-aze-ebeab05b8b9a-01,adj-94905942bca0fa49,incident-src-94905942bca0fa49,fia-2024-aze-ebeab05b8b9a,2024-aze,Race,55,16:33,+04:00,2024-09-15T12:33:00+00:00,2024-09-15T12:34:00+00:00,50,1,50,fia_clock_lap_interval,50,True,algorithmic_pending_human_validation
adjudication-seed-fia-2024-can-119e41abd9ba-01,adj-e0e2c5e41cf687bb,incident-src-e0e2c5e41cf687bb,fia-2024-can-119e41abd9ba,2024-can,Race,4,15:07,-04:00,2024-06-09T19:07:00+00:00,2024-06-09T19:08:00+00:00,41|42,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-can-2d45bb0945a9-01,adj-08975f5bf7e53df4,incident-group-1f0e1655ef842f90,fia-2024-can-2d45bb0945a9,2024-can,Race,81,15:40,-04:00,2024-06-09T19:40:00+00:00,2024-06-09T19:41:00+00:00,63|64,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-can-546aad3f9319-01,adj-d710238ee5f893bf,incident-group-1f0e1655ef842f90,fia-2024-can-546aad3f9319,2024-can,Race,63,15:40,-04:00,2024-06-09T19:40:00+00:00,2024-06-09T19:41:00+00:00,63|64,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-chn-4196fcc2964f-01,adj-d73632383a18fd68,incident-src-d73632383a18fd68,fia-2024-chn-4196fcc2964f,2024-chn,Race,18,15:05,+08:00,2024-04-21T07:05:00+00:00,2024-04-21T07:06:00+00:00,1|2,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-chn-6d2ca4d46d70-01,adj-e6937a3f0184649f,incident-src-e6937a3f0184649f,fia-2024-chn-6d2ca4d46d70,2024-chn,Race,20,15:52,+08:00,2024-04-21T07:52:00+00:00,2024-04-21T07:53:00+00:00,27,1,27,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-chn-b693963070bc-01,adj-f8191026c986c048,incident-src-f8191026c986c048,fia-2024-chn-b693963070bc,2024-chn,Race,23,15:10,+08:00,2024-04-21T07:10:00+00:00,2024-04-21T07:11:00+00:00,4|5,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-chn-e03c15c85429-01,adj-a3a2dc88b46fb907,incident-src-a3a2dc88b46fb907,fia-2024-chn-e03c15c85429,2024-chn,Race,18,15:51,+08:00,2024-04-21T07:51:00+00:00,2024-04-21T07:52:00+00:00,26|27,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-chn-d3b9af164caf-01,adj-1b908ee0c8888db7,incident-src-1b908ee0c8888db7,fia-2024-chn-d3b9af164caf,2024-chn,Sprint,14,11:30,+08:00,2024-04-20T03:30:00+00:00,2024-04-20T03:31:00+00:00,16,1,16,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-hun-3048d0b101d3-01,adj-776eb15ec333fda5,incident-src-776eb15ec333fda5,fia-2024-hun-3048d0b101d3,2024-hun,Race,1,15:03,+02:00,2024-07-21T13:03:00+00:00,2024-07-21T13:04:00+00:00,1,1,1,fia_clock_lap_interval,,,algorithmic_pending_human_validation
