adjudication_instance_id,adjudication_id,incident_id,document_id,event_id,session_type,incident_family,accused_driver_number,affected_driver_numbers,location_model_reviewed,lap_model_reviewed,incident_lap_candidate,incident_lap_basis,incident_lap_window_min,incident_lap_window_max,possible_accused_laps,clock_lower_utc,clock_upper_utc,clock_mapping_basis,referral_episode_id,referral_link_status,referral_link_score,message_lap_upper_bound,message_lap_last,race_control_process_statuses,race_control_messages_json,first_lap_candidate,wet_track_candidate,safety_car_restart_candidate,attacker_line_candidate,overlap_candidate,corner_phase_candidate,control_error_candidate,context_evidence_json,context_review_status,timing_review_status,context_reviewer_id,context_reviewed_at,context_review_notes,guideline_regime,outcome_family,penalty_seconds,penalty_points,grid_places,fault_language,match_incident_key,sanction_outcome,fault_conditioned_group_size,conditional_analysis_status
adjudication-seed-fia-2022-hun-3dec8ba58233-01,adj-4a51b4c5ae3b893d,incident-src-4a51b4c5ae3b893d,fia-2022-hun-3dec8ba58233,2022-hun,Race,causing_collision,3,18,Turn 2,,47,fia_incident_clock_single_lap_interval,47,47,47,2022-07-31T14:10:00+00:00,2022-07-31T14:11:00+00:00,fia_clock_lap_interval,referral-b56ea8038f408086,high_confidence_algorithmic,15.0,48.0,50.0,noted|investigation|sanction_announced,"[""TURN 2 INCIDENT INVOLVING CARS 18 (STR) AND 3 (RIC) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 2 INCIDENT INVOLVING CARS 18 (STR) AND 3 (RIC) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 3 (RIC) - CAUSING A COLLISION""]",False,False,False,outside,unknown,unknown,False,"{""attacker_line"": [""STR was overtaking RIC on the outside of turn 2.""]}",machine_extracted_pending_human_review,pending_human_review,,,,internal_driving_guidelines,time_penalty,5,2,,wholly_to_blame,referral-b56ea8038f408086,True,14,descriptive_pending_human_review
adjudication-seed-fia-2022-mia-36df1eeb5c9c-01,adj-ec1cbeb429741336,incident-src-ec1cbeb429741336,fia-2022-mia-36df1eeb5c9c,2022-mia,Race,causing_collision,20,18,Turn 11,,,unresolved,55,56,55|56,2022-05-08T21:05:00+00:00,2022-05-08T21:06:00+00:00,fia_clock_lap_interval,referral-ab5ecffd4b1f535b,high_confidence_algorithmic,13.0,47.0,57.0,noted|investigation|no_further_action|sanction_announced,"[""TURN 2 INCIDENT INVOLVING CARS 20 (MAG) AND 18 (STR) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 2 INCIDENT INVOLVING CARS 20 (MAG) AND 18 (STR) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 2 INCIDENT INVOLVING CARS 20 (MAG) AND 18 (STR) NO FURTHER ACTION - CAUSING A COLLISION"", ""TURN 11 INCIDENT INVOLVING CARS 20 (MAG) AND 18 (STR) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 11 INCIDENT INVOLVING CARS 20 (MAG) AND 18 (STR) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 20 (MAG) - CAUSING A COLLISION""]",False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,,internal_driving_guidelines,time_penalty,5,2,,wholly_to_blame,referral-ab5ecffd4b1f535b,True,14,descriptive_pending_human_review
adjudication-seed-fia-2022-mia-604f9861a2a2-01,adj-73fce9170579e36d,incident-src-73fce9170579e36d,fia-2022-mia-604f9861a2a2,2022-mia,Race,causing_collision,47,5,Turn 1,,48,fia_incident_clock_single_lap_interval,48,48,48,2022-05-08T20:53:00+00:00,2022-05-08T20:54:00+00:00,fia_clock_lap_interval,referral-1634cab5349707ea,high_confidence_algorithmic,14.0,55.0,57.0,noted|investigation|no_further_action,"[""TURN 1 INCIDENT INVOLVING CARS 20 (MAG) AND 5 (VET) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 20 (MAG) AND 5 (VET) UNDER INVESTIGATION - CAUSING A COLLISION"", ""CORRECTION FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 47 (MSC) AND 5 (VET) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 47 (MSC) AND 5 (VET) NO FURTHER ACTION - CAUSING A COLLISION""]",False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,,internal_driving_guidelines,no_further_action,,,,shared_fault,referral-1634cab5349707ea,False,4,descriptive_pending_human_review
adjudication-seed-fia-2022-mia-f80da2ca1128-01,adj-accee74fb15b4fa6,incident-src-accee74fb15b4fa6,fia-2022-mia-f80da2ca1128,2022-mia,Race,causing_collision,5,47,Turn 1,,48,fia_incident_clock_single_lap_interval,48,48,48,2022-05-08T20:53:00+00:00,2022-05-08T20:54:00+00:00,fia_clock_lap_interval,referral-1634cab5349707ea,high_confidence_algorithmic,14.0,55.0,57.0,noted|investigation|no_further_action,"[""TURN 1 INCIDENT INVOLVING CARS 20 (MAG) AND 5 (VET) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 20 (MAG) AND 5 (VET) UNDER INVESTIGATION - CAUSING A COLLISION"", ""CORRECTION FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 47 (MSC) AND 5 (VET) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 47 (MSC) AND 5 (VET) NO FURTHER ACTION - CAUSING A COLLISION""]",False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,,internal_driving_guidelines,no_further_action,,,,shared_fault,referral-1634cab5349707ea,False,4,descriptive_pending_human_review
adjudication-seed-fia-2022-sao-695fd61e1d50-01,adj-96f32b26fd720b87,incident-src-96f32b26fd720b87,fia-2022-sao-695fd61e1d50,2022-sao,Race,causing_collision,4,16,Turn 6,,,unresolved,6,7,6|7,2022-11-13T18:14:00+00:00,2022-11-13T18:15:00+00:00,fia_clock_lap_interval,referral-aa461e885941c585,high_confidence_algorithmic,13.0,8.0,13.0,noted|investigation|sanction_announced,"[""INCIDENT INVOLVING CARS 4 (NOR) AND 16 (LEC) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: INCIDENT INVOLVING CARS 4 (NOR) AND 16 (LEC) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 4 (NOR) - CAUSING A COLLISION""]",False,False,False,inside,unknown,apex,False,"{""attacker_line"": [""The Stewards determined that Norris was on the inside at turn 6 when he touched the kerb at the apex and understeered into the car of Leclerc.""], ""corner_phase"": [""The Stewards determined that Norris was on the inside at turn 6 when he touched the kerb at the apex and understeered into the car of Leclerc.""]}",machine_extracted_pending_human_review,pending_human_review,,,,internal_driving_guidelines,time_penalty,5,2,,wholly_to_blame,referral-aa461e885941c585,True,14,descriptive_pending_human_review
adjudication-seed-fia-2022-sao-912114518455-01,adj-40c4f3d12c15506c,incident-src-40c4f3d12c15506c,fia-2022-sao-912114518455,2022-sao,Race,causing_collision,1,44,Turns 1-2,,,unresolved,6,7,6|7,2022-11-13T18:14:00+00:00,2022-11-13T18:15:00+00:00,fia_clock_lap_interval,referral-0dd70d10c29e7dad,high_confidence_algorithmic,13.0,7.0,13.0,noted|investigation|sanction_announced,"[""TURN 2 INCIDENT INVOLVING CARS 1 (VER) AND 44 (HAM) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 2 INCIDENT INVOLVING CARS 1 (VER) AND 44 (HAM) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 1 (VER) - CAUSING A COLLISION""]",False,False,False,outside,unknown,apex,False,"{""attacker_line"": [""The Stewards determined that Verstappen attempted to pass Hamilton on the outside of turn 1 by braking very late.""], ""corner_phase"": [""While the Stewards recognize that Hamilton could possibly have given a little more room at the apex of turn 2, the Stewards determined that Verstappen was predominantly at fault.""]}",machine_extracted_pending_human_review,pending_human_review,,,,internal_driving_guidelines,time_penalty,5,2,,predominantly_to_blame,referral-0dd70d10c29e7dad,True,14,descriptive_pending_human_review
adjudication-seed-fia-2022-sao-b61d2a302ed0-01,adj-3700ca1e1401e213,incident-src-3700ca1e1401e213,fia-2022-sao-b61d2a302ed0,2022-sao,Race,causing_collision,3,20,Turn 8,,1,fia_incident_clock_single_lap_interval,1,1,1,2022-11-13T18:03:00+00:00,2022-11-13T18:04:00+00:00,fia_clock_lap_interval,referral-67780866808a5f6f,candidate_pending_review,11.0,2.0,4.0,noted|post_session_investigation,"[""TURN 9 INCIDENT INVOLVING CARS 20 (MAG) AND 3 (RIC) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 9 INCIDENT INVOLVING CARS 20 (MAG) AND 3 (RIC) WILL BE INVESTIGATED AFTER THE RACE - CAUSING A COLLISION""]",True,False,False,unknown,unknown,unknown,False,"{""first_lap"": [""However, they determined that the incident was between two cars and was not influenced by multiple other cars and is therefore not a “first lap incident.” The Stewards determined that Magnussen drove in a normal manner for that corner, and that he did not make any erratic moves.""]}",machine_extracted_pending_human_review,pending_human_review,,,,internal_driving_guidelines,grid_penalty,,2,3,wholly_to_blame,referral-67780866808a5f6f,True,14,descriptive_pending_human_review
adjudication-seed-fia-2022-sao-1389f4a1ad53-01,adj-e01a3f0d7bc0ac4d,incident-src-e01a3f0d7bc0ac4d,fia-2022-sao-1389f4a1ad53,2022-sao,Sprint,causing_collision,14,31,"Turns 15, 4",,,unresolved,1,2,1|2,2022-11-12T19:34:00+00:00,2022-11-12T19:35:00+00:00,fia_clock_lap_interval,referral-1ac16516e7acdc09,ambiguous_pending_review,11.0,21.0,21.0,noted,"[""LAP 1 INCIDENTS INVOLVING CARS 14 (ALO) AND 31 (OCO) NOTED - CAUSING A COLLISION""]",False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,,internal_driving_guidelines,time_penalty,5,2,,wholly_to_blame,incident-src-e01a3f0d7bc0ac4d,True,1,descriptive_pending_human_review
adjudication-seed-fia-2022-sgp-f8928d0688eb-01,adj-ef4a6332c1a930b5,incident-src-ef4a6332c1a930b5,fia-2022-sgp-f8928d0688eb,2022-sgp,Race,causing_collision,6,24,Turn 5,,7,fia_incident_clock_single_lap_interval,7,7,7,2022-10-02T13:22:00+00:00,2022-10-02T13:23:00+00:00,fia_clock_lap_interval,referral-c7f06201ab374d1f,high_confidence_algorithmic,13.0,11.0,11.0,noted|investigation,"[""TURN 5 INCIDENT INVOLVING CARS 6 (LAT) AND 24 (ZHO) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 5 INCIDENT INVOLVING CARS 6 (LAT) AND 24 (ZHO) UNDER INVESTIGATION - CAUSING A COLLISION""]",False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,,internal_driving_guidelines,grid_penalty,,2,5,predominantly_to_blame,referral-c7f06201ab374d1f,True,14,descriptive_pending_human_review
adjudication-seed-fia-2022-usa-be8d3f7fc123-01,adj-cbab2a2368386dd0,incident-src-cbab2a2368386dd0,fia-2022-usa-be8d3f7fc123,2022-usa,Race,causing_collision,18,14,,,22,fia_incident_clock_single_lap_interval,22,22,22,2022-10-23T19:44:00+00:00,2022-10-23T19:45:00+00:00,fia_clock_lap_interval,referral-52ca5ebc758ae25e,candidate_pending_review,11.0,24.0,24.0,noted|post_session_investigation,"[""TURN 11 INCIDENT INVOLVING CARS 14 (ALO) AND 18 (STR) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 11 INCIDENT INVOLVING CARS 14 (ALO) AND 18 (STR) WILL BE INVESTIGATED AFTER THE RACE - CAUSING A COLLISION""]",False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,,internal_driving_guidelines,grid_penalty,,2,3,predominantly_to_blame,referral-52ca5ebc758ae25e,True,14,descriptive_pending_human_review
adjudication-seed-fia-2023-aus-039df3ca41c2-01,adj-844c3eb0fcd476be,incident-src-844c3eb0fcd476be,fia-2023-aus-039df3ca41c2,2023-aus,Race,causing_collision,55,14,,,,unresolved,56,57,56|57,2023-04-02T07:00:00+00:00,2023-04-02T07:01:00+00:00,fia_clock_lap_interval,referral-819d022d7636c1c8,high_confidence_algorithmic,13.0,58.0,58.0,noted|investigation|sanction_announced,"[""TURN 1 INCIDENT INVOLVING CARS 14 (ALO) AND 55 (SAI) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 14 (ALO) AND 55 (SAI) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 55 (SAI) - CAUSING A COLLISION""]",True,False,False,unknown,unknown,unknown,False,"{""first_lap"": [""For avoidance of doubt, we took into account the fact that this collision took place at the first lap of the restart, when, by convention, the Stewards would typically take a more lenient view of incidents."", ""However, in this particular case, notwithstanding the fact that it was the equivalent of a first lap incident, we considered that there was sufficient gap for Car 55 to take steps to avoid the collision and failed to do so.""]}",machine_extracted_pending_human_review,pending_human_review,,,,internal_driving_guidelines,time_penalty,5,2,,wholly_to_blame,referral-819d022d7636c1c8,True,14,descriptive_pending_human_review
adjudication-seed-fia-2023-bel-114852357eb8-01,adj-776c2086c0a9c6de,incident-src-776c2086c0a9c6de,fia-2023-bel-114852357eb8,2023-bel,Sprint,causing_collision,44,,Turn 15,,,unresolved,6,7,6|7,2023-07-29T16:05:00+00:00,2023-07-29T16:06:00+00:00,fia_clock_lap_interval,referral-c8d807c438aeb7eb,high_confidence_algorithmic,14.0,7.0,9.0,noted|investigation|sanction_announced,"[""TURN 15 INCIDENT INVOLVING CARS 11 (PER) AND 44 (HAM) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 15 INCIDENT INVOLVING CARS 11 (PER) AND 44 (HAM) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 44 (HAM) - CAUSING A COLLISION""]",False,True,False,inside,unknown,unknown,False,"{""attacker_line"": [""Hamilton was attempting to pass Perez on the inside at Turn 15."", ""While Perez was giving little room on the inside for Hamilton, Hamilton drove onto the kerb and subsequently understeered into Perez in the wet conditions.""], ""wet_track"": [""While Perez was giving little room on the inside for Hamilton, Hamilton drove onto the kerb and subsequently understeered into Perez in the wet conditions.""]}",machine_extracted_pending_human_review,pending_human_review,,,,internal_driving_guidelines,time_penalty,5,2,,predominantly_to_blame,referral-c8d807c438aeb7eb,True,1,descriptive_pending_human_review
adjudication-seed-fia-2023-jpn-45592291a09c-01,adj-478d73ac843b6a2b,incident-src-478d73ac843b6a2b,fia-2023-jpn-45592291a09c,2023-jpn,Race,causing_collision,11,20,Turn 11,,12,fia_incident_clock_single_lap_interval,12,12,12,2023-09-24T05:27:00+00:00,2023-09-24T05:28:00+00:00,fia_clock_lap_interval,referral-570dacabeafaef1c,high_confidence_algorithmic,15.0,13.0,15.0,noted|investigation|sanction_announced,"[""TURN 11 INCIDENT INVOLVING CARS 11 (PER) AND 20 (MAG) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 11 INCIDENT INVOLVING CARS 11 (PER) AND 20 (MAG) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 11 (PER) - CAUSING A COLLISION""]",False,False,False,inside,alongside,unknown,False,"{""attacker_line"": [""PER was trying to overtake MAG on the inside of turn 11.""], ""overlap"": [""Applying the 2023 Driving Standards Guidelines for overtaking at the inside of a corner, the Stewards noted that there was no significant portion of car 11 alongside car 20 and therefore determined that car 11 was not entitled to racing room in turn 11.""]}",machine_extracted_pending_human_review,pending_human_review,,,,internal_driving_guidelines,time_penalty,5,2,,predominantly_to_blame,referral-570dacabeafaef1c,True,14,descriptive_pending_human_review
adjudication-seed-fia-2023-jpn-ce0c4d6ce752-01,adj-ac7b841c1ea1648e,incident-src-ac7b841c1ea1648e,fia-2023-jpn-ce0c4d6ce752,2023-jpn,Race,causing_collision,2,,Turn 11,,5,fia_incident_clock_single_lap_interval,5,5,5,2023-09-24T05:15:00+00:00,2023-09-24T05:16:00+00:00,fia_clock_lap_interval,referral-2d9c0cda09c84248,high_confidence_algorithmic,14.0,7.0,9.0,noted|investigation|sanction_announced,"[""TURN 11 INCIDENT INVOLVING CARS 77 (BOT) AND 2 (SAR) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 11 INCIDENT INVOLVING CARS 77 (BOT) AND 2 (SAR) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 2 (SAR) - CAUSING A COLLISION""]",False,False,False,outside,alongside,unknown,False,"{""attacker_line"": [""BOT was about to overtake SAR at turn 11 on the outside."", ""Applying the 2023 Driving Standard Guidelines for overtaking on the outside of a corner, the Stewards noted that BOT left plenty of room for SAR, while he came alongside.""], ""overlap"": [""Applying the 2023 Driving Standard Guidelines for overtaking on the outside of a corner, the Stewards noted that BOT left plenty of room for SAR, while he came alongside.""]}",machine_extracted_pending_human_review,pending_human_review,,,,internal_driving_guidelines,time_penalty,5,2,,predominantly_to_blame,referral-2d9c0cda09c84248,True,14,descriptive_pending_human_review
adjudication-seed-fia-2023-mex-8f576b6655ce-01,adj-2e96bcd611e65b6d,incident-src-2e96bcd611e65b6d,fia-2023-mex-8f576b6655ce,2023-mex,Race,causing_collision,77,18,Turn 13,,66,fia_incident_clock_single_lap_interval,66,66,66,2023-10-29T21:59:00+00:00,2023-10-29T22:00:00+00:00,fia_clock_lap_interval,referral-2aba8b3f9466325c,candidate_pending_review,11.0,68.0,68.0,noted|post_session_investigation,"[""TURN 14 INCIDENT INVOLVING CARS 18 (STR) AND 77 (BOT) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 14 INCIDENT INVOLVING CARS 18 (STR) AND 77 (BOT) WILL BE INVESTIGATED AFTER THE RACE - CAUSING A COLLISION""]",False,False,False,unknown,unknown,exit,False,"{""corner_phase"": [""On the exit of the turn, Car 77 ran wide and as it attempted to return to the racing line, collided with Car 18 which was ahead of Car 77.""]}",machine_extracted_pending_human_review,pending_human_review,,,,internal_driving_guidelines,time_penalty,5,2,,predominantly_to_blame,referral-2aba8b3f9466325c,True,14,descriptive_pending_human_review
adjudication-seed-fia-2023-ned-26a60af9f412-01,adj-43692d4605090feb,incident-src-43692d4605090feb,fia-2023-ned-26a60af9f412,2023-ned,Race,causing_collision,22,,,,,unresolved,51,52,51|52,2023-08-27T14:15:00+00:00,2023-08-27T14:16:00+00:00,fia_clock_lap_interval,referral-e53215989816aca5,candidate_pending_review,12.0,54.0,63.0,noted|investigation|sanction_announced,"[""TURN 1 INCIDENT INVOLVING CARS 22 (TSU) AND 63 (RUS) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 22 (TSU) AND 63 (RUS) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 22 (TSU) - CAUSING A COLLISION""]",False,False,False,ambiguous_both_lines_mentioned,unknown,unknown,False,"{""attacker_line"": [""Tsunoda was on the dirty inside line and having braked later he then understeered into Russell."", ""Russell was overtaking on the outside of Tsunoda on the front straight and into turn one.""]}",machine_extracted_pending_human_review,pending_human_review,,,,internal_driving_guidelines,time_penalty,5,2,,predominantly_to_blame,referral-e53215989816aca5,True,14,descriptive_pending_human_review
adjudication-seed-fia-2023-sgp-f4e066ac44c1-01,adj-1eae245c11ac871f,incident-src-1eae245c11ac871f,fia-2023-sgp-f4e066ac44c1,2023-sgp,Race,causing_collision,11,23|40,Turn 13,,,unresolved,58,59,58|59,2023-09-17T13:44:00+00:00,2023-09-17T13:45:00+00:00,fia_clock_lap_interval,referral-fa5877ac295331e9,candidate_pending_review,11.0,59.0,60.0,noted|post_session_investigation,"[""TURN 13 INCIDENT INVOLVING CARS 11 (PER) AND 23 (ALB) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 13 INCIDENT INVOLVING CARS 11 (PER) AND 23 (ALB) WILL BE INVESTIGATED AFTER THE RACE - CAUSING A COLLISION""]",False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,,internal_driving_guidelines,time_penalty,5,1,,predominantly_to_blame,referral-fa5877ac295331e9,True,14,descriptive_pending_human_review
adjudication-seed-fia-2024-abu-4ec5bc83f9fa-01,adj-8ca9eb32832537c5,incident-src-8ca9eb32832537c5,fia-2024-abu-4ec5bc83f9fa,2024-abu,Race,causing_collision,1,81,Turn 1,,1,fia_incident_clock_single_lap_interval,1,1,1,2024-12-08T13:03:00+00:00,2024-12-08T13:04:00+00:00,fia_clock_lap_interval,referral-77f98b44ca9910e1,high_confidence_algorithmic,15.0,1.0,5.0,noted|investigation|sanction_announced,"[""TURN 1 INCIDENT INVOLVING CARS 1 (VER) AND 81 (PIA) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 1 (VER) AND 81 (PIA) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 1 (VER) - CAUSING A COLLISION""]",True,False,False,inside,alongside,apex,False,"{""attacker_line"": [""Car 1 attempted to overtake Car 81 on the inside into Turn 1, but never got far enough alongside.""], ""corner_phase"": [""Both cars collided shortly after the apex.""], ""overlap"": [""Car 1 attempted to overtake Car 81 on the inside into Turn 1, but never got far enough alongside.""]}",machine_extracted_pending_human_review,pending_human_review,,,,internal_driving_guidelines,time_penalty,10,2,,wholly_to_blame,referral-77f98b44ca9910e1,True,14,descriptive_pending_human_review
adjudication-seed-fia-2024-abu-62aed0693198-01,adj-5b76f9299c3d25a5,incident-src-5b76f9299c3d25a5,fia-2024-abu-62aed0693198,2024-abu,Race,causing_collision,77,11,Turn 6,1,1,model_reviewed_source_or_timing,1,1,1,2024-12-08T13:04:00+00:00,2024-12-08T13:05:00+00:00,fia_clock_lap_interval,referral-09e39de88467ad49,high_confidence_algorithmic,13.0,4.0,6.0,noted|investigation|sanction_announced,"[""TURN 7 INCIDENT INVOLVING CARS 77 (BOT) AND 11 (PER) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 7 INCIDENT INVOLVING CARS 77 (BOT) AND 11 (PER) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 77 (BOT) - CAUSING A COLLISION""]",True,False,False,inside,unknown,unknown,False,"{""attacker_line"": [""Car 77 attempted to overtake Car 11 on the inside into Turn 6, but ran over the inside kerb and hit the rear left wheel of Car 11.""]}",machine_extracted_pending_human_review,pending_human_review,,,,internal_driving_guidelines,time_penalty,10,2,,wholly_to_blame,referral-09e39de88467ad49,True,14,descriptive_pending_human_review
adjudication-seed-fia-2024-abu-b8e37d9fdbe9-01,adj-b6f8f8dea3be57fe,incident-src-b6f8f8dea3be57fe,fia-2024-abu-b8e37d9fdbe9,2024-abu,Race,causing_collision,81,43,Turn 6,,,unresolved,3,4,3|4,2024-12-08T13:08:00+00:00,2024-12-08T13:09:00+00:00,fia_clock_lap_interval,referral-426530d3c0394fff,high_confidence_algorithmic,15.0,6.0,9.0,noted|investigation|sanction_announced,"[""TURN 6 INCIDENT INVOLVING CARS 81 (PIA) AND 43 (COL) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 6 INCIDENT INVOLVING CARS 81 (PIA) AND 43 (COL) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 81 (PIA) - CAUSING A COLLISION""]",False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,,internal_driving_guidelines,time_penalty,10,2,,wholly_to_blame,referral-426530d3c0394fff,True,14,descriptive_pending_human_review
adjudication-seed-fia-2024-aut-0da607b84c40-01,adj-5005242a503c9174,incident-src-5005242a503c9174,fia-2024-aut-0da607b84c40,2024-aut,Race,causing_collision,1,4,Turn 3,,,unresolved,63,64,63|64,2024-06-30T14:17:00+00:00,2024-06-30T14:18:00+00:00,fia_clock_lap_interval,referral-2b2077507b58e645,high_confidence_algorithmic,15.0,64.0,68.0,noted|investigation|sanction_announced,"[""TURN 3 INCIDENT INVOLVING CARS 4 (NOR) AND 1 (VER) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 3 INCIDENT INVOLVING CARS 4 (NOR) AND 1 (VER) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 1 (VER) - CAUSING A COLLISION""]",False,False,False,unknown,alongside,unknown,False,"{""overlap"": [""Car 1 was approaching turn 3 with Car 4 alongside on his left.""]}",machine_extracted_pending_human_review,pending_human_review,,,,internal_driving_guidelines,time_penalty,10,2,,predominantly_to_blame,referral-2b2077507b58e645,True,14,descriptive_pending_human_review
adjudication-seed-fia-2024-aut-4d4962053c25-01,adj-b361bfe26bd9fde2,incident-src-b361bfe26bd9fde2,fia-2024-aut-4d4962053c25,2024-aut,Race,causing_collision,14,24,Turn 3,,,unresolved,19,20,19|20,2024-06-30T13:26:00+00:00,2024-06-30T13:27:00+00:00,fia_clock_lap_interval,referral-ec71cc44d3a01f25,high_confidence_algorithmic,15.0,21.0,23.0,noted|investigation|sanction_announced,"[""TURN 3 INCIDENT INVOLVING CARS 14 (ALO) AND 24 (ZHO) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 3 INCIDENT INVOLVING CARS 14 (ALO) AND 24 (ZHO) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 14 (ALO) - CAUSING A COLLISION""]",False,False,False,inside,unknown,apex,False,"{""attacker_line"": [""The driver of Car 14 attempted a very late overtake on Car 24 on the inside into turn 3.""], ""corner_phase"": [""He never got in a position to have the right to the line and made contact with Car 24 at the apex.""]}",machine_extracted_pending_human_review,pending_human_review,,,,internal_driving_guidelines,time_penalty,10,2,,wholly_to_blame,referral-ec71cc44d3a01f25,True,14,descriptive_pending_human_review
adjudication-seed-fia-2024-chn-6d2ca4d46d70-01,adj-e6937a3f0184649f,incident-src-e6937a3f0184649f,fia-2024-chn-6d2ca4d46d70,2024-chn,Race,causing_collision,20,22,Turn 6,,27,fia_incident_clock_single_lap_interval,27,27,27,2024-04-21T07:52:00+00:00,2024-04-21T07:53:00+00:00,fia_clock_lap_interval,referral-bc57992bc49b2fc1,high_confidence_algorithmic,15.0,30.0,34.0,noted|investigation|sanction_announced,"[""TURN 6 INCIDENT INVOLVING CARS 20 (MAG) AND 22 (TSU) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 6 INCIDENT INVOLVING CARS 20 (MAG) AND 22 (TSU) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 20 (MAG) - CAUSING A COLLISION""]",False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,,internal_driving_guidelines,time_penalty,10,2,,predominantly_to_blame,referral-bc57992bc49b2fc1,True,14,descriptive_pending_human_review
