adjudication_instance_id,adjudication_id_final,incident_id_final,document_id,event_id,season,session_type_final,incident_family_final,accused_driver_number_final,affected_driver_numbers_final,fault_language_final,outcome_family_final,penalty_seconds_final,penalty_points_final,grid_places_final,guideline_regime,review_status,incident_lap_candidate,incident_lap_basis,first_lap_candidate,wet_track_candidate,safety_car_restart_candidate,attacker_line_candidate,overlap_candidate,corner_phase_candidate,control_error_candidate,context_review_status,sanction_outcome,fault_established_model_review,conduct_release_status
adjudication-seed-fia-2021-ita-7d9dacc5104e-01,adj-f60d03c08c0d59ec,incident-src-f60d03c08c0d59ec,fia-2021-ita-7d9dacc5104e,2021-ita,2021,Race,gaining_advantage_off_track,11,16,not_applicable,time_penalty,5,1,,pre_driving_guidelines,model_reviewed_corrected,,unresolved,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2021-ita-7df29923e8ce-01,adj-fca50105e4c6d3fe,incident-src-fca50105e4c6d3fe,fia-2021-ita-7df29923e8ce,2021-ita,2021,Race,unsafe_rejoin,99,55,no_conclusion,time_penalty,5,1,,pre_driving_guidelines,model_reviewed_corrected,1,fia_incident_clock_single_lap_interval,True,False,False,unknown,unknown,apex,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2021-ita-92b2944f6398-01,adj-23f9ed84ba3379b7,incident-src-23f9ed84ba3379b7,fia-2021-ita-92b2944f6398,2021-ita,2021,Race,causing_collision,9,47,predominantly_to_blame,time_penalty,5,1,,pre_driving_guidelines,model_reviewed_agree,,unresolved,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,True,descriptive_model_review_pending_human
adjudication-seed-fia-2021-ita-c67ef61c2b22-01,adj-19a168f046f62aee,incident-src-19a168f046f62aee,fia-2021-ita-c67ef61c2b22,2021-ita,2021,Sprint,gaining_advantage_off_track,11,18,not_applicable,no_further_action,,,,pre_driving_guidelines,model_reviewed_corrected,,unresolved,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
adjudication-seed-fia-2021-ita-d726c5d4355d-01,adj-1b5a174b1f09dff2,incident-src-1b5a174b1f09dff2,fia-2021-ita-d726c5d4355d,2021-ita,2021,Race,causing_collision,33,44,predominantly_to_blame,grid_penalty,,2,3,pre_driving_guidelines,model_reviewed_corrected,,unresolved,False,False,False,unknown,alongside,apex,False,machine_extracted_pending_human_review,True,True,descriptive_model_review_pending_human
adjudication-seed-fia-2021-rus-cc74bb905576-01,adj-a2fb74b22534188a,incident-src-a2fb74b22534188a,fia-2021-rus-cc74bb905576,2021-rus,2021,Race,causing_collision,18,10,wholly_to_blame,time_penalty,10,2,,pre_driving_guidelines,model_reviewed_agree,48,fia_incident_clock_single_lap_interval,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,True,descriptive_model_review_pending_human
adjudication-seed-fia-2021-sao-2a5ecda10fa1-01,adj-3036462c60f0a464,incident-src-3036462c60f0a464,fia-2021-sao-2a5ecda10fa1,2021-sao,2021,Race,causing_collision,22,18,no_conclusion,time_penalty,10,2,,pre_driving_guidelines,model_reviewed_corrected,,unresolved,False,False,False,inside,unknown,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2021-sau-0959688f5106-01,adj-02b95aa6fb08b86f,incident-src-02b95aa6fb08b86f,fia-2021-sau-0959688f5106,2021-sau,2021,Race,causing_collision,33,44,predominantly_to_blame,time_penalty,10,2,,pre_driving_guidelines,model_reviewed_agree,37,fia_incident_clock_single_lap_interval,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,True,descriptive_model_review_pending_human
adjudication-seed-fia-2021-sau-d305cebeff15-01,adj-f21c53526f851c56,incident-src-f21c53526f851c56,fia-2021-sau-d305cebeff15,2021-sau,2021,Race,causing_collision,11,16,no_conclusion,no_further_action,,,,pre_driving_guidelines,model_reviewed_agree,15,fia_incident_clock_single_lap_interval,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
adjudication-seed-fia-2021-sau-df60d44ca35e-01,adj-d7f3f0f646ff62ac,incident-src-d7f3f0f646ff62ac,fia-2021-sau-df60d44ca35e,2021-sau,2021,Race,causing_collision,22,5,no_conclusion,time_penalty,5,2,,pre_driving_guidelines,model_reviewed_corrected,,unresolved,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2021-sau-e76c180b19e5-01,adj-d4ae4911fc1c3cf8,incident-src-d4ae4911fc1c3cf8,fia-2021-sau-e76c180b19e5,2021-sau,2021,Race,gaining_advantage_off_track,33,,not_applicable,time_penalty,5,1,,pre_driving_guidelines,model_reviewed_corrected,,unresolved,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2021-tur-8316f5ba45fb-01,adj-2c5dc6cc5a2cbef7,incident-src-2c5dc6cc5a2cbef7,fia-2021-tur-8316f5ba45fb,2021-tur,2021,Race,causing_collision,14,47,predominantly_to_blame,time_penalty,5,2,,pre_driving_guidelines,model_reviewed_agree,2,model_reviewed_source_or_timing,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,True,descriptive_model_review_pending_human
adjudication-seed-fia-2021-tur-93d16b7d94df-01,adj-b778b990971d2a47,incident-src-b778b990971d2a47,fia-2021-tur-93d16b7d94df,2021-tur,2021,Race,causing_collision,10,14,wholly_to_blame,time_penalty,5,2,,pre_driving_guidelines,model_reviewed_agree,1,model_reviewed_source_or_timing,True,False,False,ambiguous_both_lines_mentioned,unknown,unknown,False,machine_extracted_pending_human_review,True,True,descriptive_model_review_pending_human
adjudication-seed-fia-2022-abu-6afd5d82f378-01,adj-5c847c13b64952f6,incident-src-5c847c13b64952f6,fia-2022-abu-6afd5d82f378,2022-abu,2022,Race,causing_collision,47,6,wholly_to_blame,time_penalty,5,2,,internal_driving_guidelines,model_reviewed_agree,38,fia_incident_clock_single_lap_interval,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,True,descriptive_model_review_pending_human
adjudication-seed-fia-2022-aus-49ed71794697-01,adj-e9708326fa11c315,incident-src-e9708326fa11c315,fia-2022-aus-49ed71794697,2022-aus,2022,Race,multiple_defensive_moves,18,77,not_applicable,time_penalty,5,1,,internal_driving_guidelines,model_reviewed_corrected,,unresolved,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2022-aus-60118fcf81d1-01,adj-752796dd8601031a,incident-src-752796dd8601031a,fia-2022-aus-60118fcf81d1,2022-aus,2022,Race,forcing_off_track,20,14,no_conclusion,no_further_action,,,,internal_driving_guidelines,model_reviewed_corrected,,unresolved,False,False,False,unknown,alongside,unknown,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
adjudication-seed-fia-2022-aut-0b612be0b626-01,adj-ea983bef6c710033,incident-src-ea983bef6c710033,fia-2022-aut-0b612be0b626,2022-aut,2022,Race,causing_collision,10,5,wholly_to_blame,time_penalty,5,2,,internal_driving_guidelines,model_reviewed_agree,,unresolved,False,False,False,outside,alongside,apex,False,machine_extracted_pending_human_review,True,True,descriptive_model_review_pending_human
adjudication-seed-fia-2022-aut-116bb7866055-01,adj-4336ab73c4471912,incident-src-4336ab73c4471912,fia-2022-aut-116bb7866055,2022-aut,2022,Race,causing_collision,63,11,wholly_to_blame,time_penalty,5,2,,internal_driving_guidelines,model_reviewed_agree,1,fia_incident_clock_single_lap_interval,True,False,False,outside,alongside,apex,False,machine_extracted_pending_human_review,True,True,descriptive_model_review_pending_human
adjudication-seed-fia-2022-aut-ab1a77f87104-01,adj-543da3861599debe,incident-src-543da3861599debe,fia-2022-aut-ab1a77f87104,2022-aut,2022,Sprint,forcing_off_track,23,4,no_conclusion,time_penalty,5,2,,internal_driving_guidelines,model_reviewed_corrected,,unresolved,False,False,False,outside,alongside,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2022-bel-dac27d1c3f36-01,adj-6f98ef40918eece1,incident-src-6f98ef40918eece1,fia-2022-bel-dac27d1c3f36,2022-bel,2022,Race,causing_collision,44,14,no_conclusion,no_further_action,,,,internal_driving_guidelines,model_reviewed_corrected,1,fia_incident_clock_single_lap_interval,True,False,False,inside,unknown,apex,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
adjudication-seed-fia-2022-bhr-139703df6539-01,adj-f0d0f579c2d29f95,incident-src-f0d0f579c2d29f95,fia-2022-bhr-139703df6539,2022-bhr,2022,Race,causing_collision,31,47,no_conclusion,time_penalty,5,2,,internal_driving_guidelines,model_reviewed_corrected,1,model_reviewed_source_or_timing,True,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2022-bhr-3f720bfded90-01,adj-005169f6535a0e91,incident-src-005169f6535a0e91,fia-2022-bhr-3f720bfded90,2022-bhr,2022,Race,forcing_off_track,18,4,no_conclusion,no_further_action,,,,internal_driving_guidelines,model_reviewed_corrected,,unresolved,False,False,False,unknown,alongside,apex,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
adjudication-seed-fia-2022-can-cf2e6248bf5e-01,adj-ce81011ac9b394b9,incident-src-ce81011ac9b394b9,fia-2022-can-cf2e6248bf5e,2022-can,2022,Race,multiple_defensive_moves,14,77,not_applicable,time_penalty,5,1,,internal_driving_guidelines,model_reviewed_corrected,70,fia_incident_clock_single_lap_interval,False,False,False,unknown,alongside,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2022-esp-9eba7bd2599a-01,adj-b1443a946b9a7bc7,incident-src-b1443a946b9a7bc7,fia-2022-esp-9eba7bd2599a,2022-esp,2022,Race,causing_collision,10,18,no_conclusion,time_penalty,5,2,,internal_driving_guidelines,model_reviewed_corrected,27,fia_incident_clock_single_lap_interval,False,False,False,outside,alongside,apex,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2022-fra-21ed142c13a0-01,adj-7d3d410e6a4ba360,incident-src-7d3d410e6a4ba360,fia-2022-fra-21ed142c13a0,2022-fra,2022,Race,causing_collision,24,47,predominantly_to_blame,time_penalty,5,2,,internal_driving_guidelines,model_reviewed_agree,,unresolved,False,False,False,outside,unknown,apex,True,machine_extracted_pending_human_review,True,True,descriptive_model_review_pending_human
adjudication-seed-fia-2022-fra-5b00af9baee5-01,adj-895a772a98e8bd31,incident-src-895a772a98e8bd31,fia-2022-fra-5b00af9baee5,2022-fra,2022,Race,causing_collision,31,22,predominantly_to_blame,time_penalty,5,2,,internal_driving_guidelines,model_reviewed_agree,,unresolved,False,False,False,unknown,unknown,unknown,True,machine_extracted_pending_human_review,True,True,descriptive_model_review_pending_human
adjudication-seed-fia-2022-fra-832a818ac903-01,adj-91bd2176be4c7ceb,incident-group-57d76c19243d2b20,fia-2022-fra-832a818ac903,2022-fra,2022,Race,causing_collision,6,20,shared_fault,no_further_action,,,,internal_driving_guidelines,model_reviewed_agree,,unresolved,False,False,False,ambiguous_both_lines_mentioned,unknown,apex,False,machine_extracted_pending_human_review,False,True,descriptive_model_review_pending_human
adjudication-seed-fia-2022-fra-f29d68ccd9b0-01,adj-285944dc1f5d725d,incident-group-57d76c19243d2b20,fia-2022-fra-f29d68ccd9b0,2022-fra,2022,Race,causing_collision,20,6,shared_fault,no_further_action,,,,internal_driving_guidelines,model_reviewed_agree,,unresolved,False,False,False,ambiguous_both_lines_mentioned,unknown,apex,False,machine_extracted_pending_human_review,False,True,descriptive_model_review_pending_human
adjudication-seed-fia-2022-gbr-81e6a9badf51-01,adj-2f0e84f6cc910eed,incident-src-2f0e84f6cc910eed,fia-2022-gbr-81e6a9badf51,2022-gbr,2022,Race,causing_collision,22,10,predominantly_to_blame,time_penalty,5,2,,internal_driving_guidelines,model_reviewed_corrected,11,fia_incident_clock_single_lap_interval,False,False,False,unknown,unknown,unknown,True,machine_extracted_pending_human_review,True,True,descriptive_model_review_pending_human
adjudication-seed-fia-2022-hun-12e2b5910b5d-01,adj-c2798a8076b05840,incident-src-c2798a8076b05840,fia-2022-hun-12e2b5910b5d,2022-hun,2022,Race,gaining_advantage_off_track,24,47,not_applicable,no_further_action,,,,internal_driving_guidelines,model_reviewed_corrected,69,fia_incident_clock_single_lap_interval,False,False,False,ambiguous_both_lines_mentioned,alongside,apex,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
adjudication-seed-fia-2022-hun-3dec8ba58233-01,adj-4a51b4c5ae3b893d,incident-src-4a51b4c5ae3b893d,fia-2022-hun-3dec8ba58233,2022-hun,2022,Race,causing_collision,3,18,wholly_to_blame,time_penalty,5,2,,internal_driving_guidelines,model_reviewed_agree,47,fia_incident_clock_single_lap_interval,False,False,False,outside,unknown,unknown,False,machine_extracted_pending_human_review,True,True,descriptive_model_review_pending_human
adjudication-seed-fia-2022-ita-cd52e475af6e-01,adj-fddccc34ecc40f6c,incident-src-fddccc34ecc40f6c,fia-2022-ita-cd52e475af6e,2022-ita,2022,Race,gaining_advantage_off_track,20,6,not_applicable,time_penalty,5,1,,internal_driving_guidelines,model_reviewed_corrected,1,race_control_explicit_lap_candidate_link,True,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2022-jpn-786e23bdcd54-01,adj-b8d4324786805037,incident-src-b8d4324786805037,fia-2022-jpn-786e23bdcd54,2022-jpn,2022,Race,gaining_advantage_off_track,16,,not_applicable,time_penalty,5,1,,internal_driving_guidelines,model_reviewed_corrected,28,fia_incident_clock_single_lap_interval,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2022-mco-97b07e9513b1-01,adj-c7417e575dc4ccd4,incident-src-c7417e575dc4ccd4,fia-2022-mco-97b07e9513b1,2022-mco,2022,Race,causing_collision,31,44,no_conclusion,time_penalty,5,1,,internal_driving_guidelines,model_reviewed_corrected,,unresolved,False,False,False,unknown,alongside,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2022-mco-a85320aa2719-01,adj-a3cd03fc1f19e87d,incident-src-a3cd03fc1f19e87d,fia-2022-mco-a85320aa2719,2022-mco,2022,Race,gaining_advantage_off_track,23,47|24,not_applicable,time_penalty,5,1,,internal_driving_guidelines,model_reviewed_corrected,22,fia_incident_clock_single_lap_interval,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2022-mex-0c20b3af2f45-01,adj-e25cec29abffafb1,incident-src-e25cec29abffafb1,fia-2022-mex-0c20b3af2f45,2022-mex,2022,Race,gaining_advantage_off_track,10,18,not_applicable,time_penalty,5,1,,internal_driving_guidelines,model_reviewed_corrected,,unresolved,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2022-mex-9975b4f5dd0e-01,adj-2642da4344825f6e,incident-src-2642da4344825f6e,fia-2022-mex-9975b4f5dd0e,2022-mex,2022,Race,causing_collision,3,22,no_conclusion,time_penalty,10,2,,internal_driving_guidelines,model_reviewed_corrected,50,fia_incident_clock_single_lap_interval,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2022-mia-200cbc833915-01,adj-28c62e2652e40363,incident-src-28c62e2652e40363,fia-2022-mia-200cbc833915,2022-mia,2022,Race,causing_collision,20,18,no_conclusion,no_further_action,,,,internal_driving_guidelines,model_reviewed_agree,47,fia_incident_clock_single_lap_interval,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
adjudication-seed-fia-2022-mia-2f9a772ddfb1-01,adj-d7bbf8b8f5834a44,incident-src-d7bbf8b8f5834a44,fia-2022-mia-2f9a772ddfb1,2022-mia,2022,Race,causing_collision,18,20,no_conclusion,no_further_action,,,,internal_driving_guidelines,model_reviewed_agree,47,fia_incident_clock_single_lap_interval,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
adjudication-seed-fia-2022-mia-36df1eeb5c9c-01,adj-ec1cbeb429741336,incident-src-ec1cbeb429741336,fia-2022-mia-36df1eeb5c9c,2022-mia,2022,Race,causing_collision,20,18,wholly_to_blame,time_penalty,5,2,,internal_driving_guidelines,model_reviewed_agree,,unresolved,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,True,descriptive_model_review_pending_human
adjudication-seed-fia-2022-mia-3a5e6c955052-01,adj-c2b66e044c2c2a46,incident-src-c2b66e044c2c2a46,fia-2022-mia-3a5e6c955052,2022-mia,2022,Race,gaining_advantage_off_track,3,20,not_applicable,time_penalty,5,1,,internal_driving_guidelines,model_reviewed_corrected,,unresolved,False,False,False,unknown,alongside,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2022-mia-3ef5fd2c5510-01,adj-a738d13a55b1a41c,incident-src-a738d13a55b1a41c,fia-2022-mia-3ef5fd2c5510,2022-mia,2022,Race,gaining_advantage_off_track,14,,not_applicable,time_penalty,5,1,,internal_driving_guidelines,model_reviewed_corrected,,unresolved,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2022-mia-4865bb704728-01,adj-03184f34ac76878c,incident-src-03184f34ac76878c,fia-2022-mia-4865bb704728,2022-mia,2022,Race,causing_collision,14,10,no_conclusion,time_penalty,5,2,,internal_driving_guidelines,model_reviewed_corrected,,unresolved,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2022-mia-604f9861a2a2-01,adj-73fce9170579e36d,incident-src-73fce9170579e36d,fia-2022-mia-604f9861a2a2,2022-mia,2022,Race,causing_collision,47,5,shared_fault,no_further_action,,,,internal_driving_guidelines,model_reviewed_agree,48,fia_incident_clock_single_lap_interval,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,False,True,descriptive_model_review_pending_human
adjudication-seed-fia-2022-mia-bbafb6bcc091-01,adj-edbdab17f12114c7,incident-src-edbdab17f12114c7,fia-2022-mia-bbafb6bcc091,2022-mia,2022,Race,gaining_advantage_off_track,14,31|23,not_applicable,no_further_action,,,,internal_driving_guidelines,model_reviewed_corrected,,unresolved,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
adjudication-seed-fia-2022-mia-f80da2ca1128-01,adj-accee74fb15b4fa6,incident-src-accee74fb15b4fa6,fia-2022-mia-f80da2ca1128,2022-mia,2022,Race,causing_collision,5,47,shared_fault,no_further_action,,,,internal_driving_guidelines,model_reviewed_agree,48,fia_incident_clock_single_lap_interval,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,False,True,descriptive_model_review_pending_human
adjudication-seed-fia-2022-sao-002711fb5ae0-01,adj-a3a7fbd881640e16,incident-src-a3a7fbd881640e16,fia-2022-sao-002711fb5ae0,2022-sao,2022,Sprint,forcing_off_track,18,5,no_conclusion,time_penalty,10,3,,internal_driving_guidelines,model_reviewed_agree,,unresolved,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2022-sao-1389f4a1ad53-01,adj-e01a3f0d7bc0ac4d,incident-src-e01a3f0d7bc0ac4d,fia-2022-sao-1389f4a1ad53,2022-sao,2022,Sprint,causing_collision,14,31,wholly_to_blame,time_penalty,5,2,,internal_driving_guidelines,model_reviewed_agree,,unresolved,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,True,descriptive_model_review_pending_human
adjudication-seed-fia-2022-sao-695fd61e1d50-01,adj-96f32b26fd720b87,incident-src-96f32b26fd720b87,fia-2022-sao-695fd61e1d50,2022-sao,2022,Race,causing_collision,4,16,wholly_to_blame,time_penalty,5,2,,internal_driving_guidelines,model_reviewed_agree,,unresolved,False,False,False,inside,unknown,apex,False,machine_extracted_pending_human_review,True,True,descriptive_model_review_pending_human
adjudication-seed-fia-2022-sao-912114518455-01,adj-40c4f3d12c15506c,incident-src-40c4f3d12c15506c,fia-2022-sao-912114518455,2022-sao,2022,Race,causing_collision,1,44,predominantly_to_blame,time_penalty,5,2,,internal_driving_guidelines,model_reviewed_agree,,unresolved,False,False,False,outside,unknown,apex,False,machine_extracted_pending_human_review,True,True,descriptive_model_review_pending_human
adjudication-seed-fia-2022-sao-b61d2a302ed0-01,adj-3700ca1e1401e213,incident-src-3700ca1e1401e213,fia-2022-sao-b61d2a302ed0,2022-sao,2022,Race,causing_collision,3,20,wholly_to_blame,grid_penalty,,2,3,internal_driving_guidelines,model_reviewed_agree,1,fia_incident_clock_single_lap_interval,True,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,True,descriptive_model_review_pending_human
adjudication-seed-fia-2022-sau-626edbbd5a3a-01,adj-3baf9aacecb5c6e5,incident-src-3baf9aacecb5c6e5,fia-2022-sau-626edbbd5a3a,2022-sau,2022,Race,causing_collision,23,18,predominantly_to_blame,grid_penalty,,2,3,internal_driving_guidelines,model_reviewed_corrected,48,model_reviewed_source_or_timing,False,False,False,inside,unknown,apex,False,machine_extracted_pending_human_review,True,True,descriptive_model_review_pending_human
adjudication-seed-fia-2022-sau-fa0b9513331c-01,adj-9cb2c84260f7e56e,incident-src-9cb2c84260f7e56e,fia-2022-sau-fa0b9513331c,2022-sau,2022,Race,gaining_advantage_off_track,24,23,not_applicable,time_penalty,5,1,,internal_driving_guidelines,model_reviewed_corrected,,unresolved,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2022-sgp-43a8ea523d85-01,adj-f74ed9090eea7d2d,incident-src-f74ed9090eea7d2d,fia-2022-sgp-43a8ea523d85,2022-sgp,2022,Race,causing_collision,1,20,racing_incident,no_further_action,,,,internal_driving_guidelines,model_reviewed_agree,1,model_reviewed_source_or_timing,True,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
adjudication-seed-fia-2022-sgp-f8928d0688eb-01,adj-ef4a6332c1a930b5,incident-src-ef4a6332c1a930b5,fia-2022-sgp-f8928d0688eb,2022-sgp,2022,Race,causing_collision,6,24,predominantly_to_blame,grid_penalty,,2,5,internal_driving_guidelines,model_reviewed_corrected,7,fia_incident_clock_single_lap_interval,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,True,descriptive_model_review_pending_human
adjudication-seed-fia-2022-usa-06bd3fce2943-01,adj-e828b49af09e3c17,incident-src-e828b49af09e3c17,fia-2022-usa-06bd3fce2943,2022-usa,2022,Race,gaining_advantage_off_track,23,,not_applicable,time_penalty,5,1,,internal_driving_guidelines,model_reviewed_corrected,,unresolved,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2022-usa-3fa875d5a85e-01,adj-8056dff0ab98fd58,incident-src-8056dff0ab98fd58,fia-2022-usa-3fa875d5a85e,2022-usa,2022,Race,causing_collision,6,47,no_conclusion,time_penalty,5,2,,internal_driving_guidelines,model_reviewed_corrected,38,fia_incident_clock_single_lap_interval,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2022-usa-77995d83458f-01,adj-9c5057e738e04730,incident-src-9c5057e738e04730,fia-2022-usa-77995d83458f,2022-usa,2022,Race,causing_collision,63,55,no_conclusion,time_penalty,5,2,,internal_driving_guidelines,model_reviewed_corrected,1,fia_incident_clock_single_lap_interval,True,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2022-usa-be8d3f7fc123-01,adj-cbab2a2368386dd0,incident-src-cbab2a2368386dd0,fia-2022-usa-be8d3f7fc123,2022-usa,2022,Race,causing_collision,18,14,predominantly_to_blame,grid_penalty,,2,3,internal_driving_guidelines,model_reviewed_agree,22,fia_incident_clock_single_lap_interval,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,True,descriptive_model_review_pending_human
adjudication-seed-fia-2023-abu-61d6bbfe959e-01,adj-2dbfd4a2eafd6834,incident-src-2dbfd4a2eafd6834,fia-2023-abu-61d6bbfe959e,2023-abu,2023,Race,causing_collision,44,10,no_conclusion,no_further_action,,,,internal_driving_guidelines,model_reviewed_agree,15,fia_incident_clock_single_lap_interval,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
adjudication-seed-fia-2023-abu-bceb18192f57-01,adj-476ced553759f1d7,incident-src-476ced553759f1d7,fia-2023-abu-bceb18192f57,2023-abu,2023,Race,causing_collision,11,4,no_conclusion,time_penalty,5,2,,internal_driving_guidelines,model_reviewed_corrected,,unresolved,False,False,False,unknown,alongside,apex,True,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2023-aus-0144b2323236-01,adj-3ccb9c1bd9cedb01,incident-group-fba25307a3d5ad50,fia-2023-aus-0144b2323236,2023-aus,2023,Race,causing_collision,31,10,racing_incident,no_further_action,,,,internal_driving_guidelines,model_reviewed_agree,,unresolved,True,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
adjudication-seed-fia-2023-aus-039df3ca41c2-01,adj-844c3eb0fcd476be,incident-src-844c3eb0fcd476be,fia-2023-aus-039df3ca41c2,2023-aus,2023,Race,causing_collision,55,14,wholly_to_blame,time_penalty,5,2,,internal_driving_guidelines,model_reviewed_agree,,unresolved,True,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,True,descriptive_model_review_pending_human
adjudication-seed-fia-2023-aus-500bb4f284ba-01,adj-90197ab5c6f59cb7,incident-group-fba25307a3d5ad50,fia-2023-aus-500bb4f284ba,2023-aus,2023,Race,causing_collision,10,31,racing_incident,no_further_action,,,,internal_driving_guidelines,model_reviewed_agree,,unresolved,True,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
adjudication-seed-fia-2023-aut-b9a48d1d47b0-01,adj-322e1b8d35cf5618,incident-src-322e1b8d35cf5618,fia-2023-aut-b9a48d1d47b0,2023-aut,2023,Race,forcing_off_track,21,20,no_conclusion,time_penalty,5,2,,internal_driving_guidelines,model_reviewed_corrected,34,fia_incident_clock_single_lap_interval,False,False,False,outside,unknown,apex,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2023-bel-114852357eb8-01,adj-776c2086c0a9c6de,incident-src-776c2086c0a9c6de,fia-2023-bel-114852357eb8,2023-bel,2023,Sprint,causing_collision,44,11,predominantly_to_blame,time_penalty,5,2,,internal_driving_guidelines,model_reviewed_agree,,unresolved,False,True,False,inside,unknown,unknown,False,machine_extracted_pending_human_review,True,True,descriptive_model_review_pending_human
adjudication-seed-fia-2023-can-572578a57a9b-01,adj-bc46b8ef7db29a9f,incident-src-bc46b8ef7db29a9f,fia-2023-can-572578a57a9b,2023-can,2023,Race,causing_collision,20,21,no_conclusion,no_further_action,,,,internal_driving_guidelines,model_reviewed_agree,,unresolved,False,False,False,inside,unknown,unknown,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
